PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
45.65,109.7,14.64,62.69,56.18,27.96,1.16,13.55,48.02,2.71,7.95,136.0,Moderate
38.58,,26.85,58.34,41.43,,1.38,38.71,47.56,1.44,8.08,101.0,Moderate
89.58,163.87,48.09,11.17,90.9,12.43,1.04,11.3,17.95,1.95,,170.0,Moderate
59.92,,5.52,17.54,8.05,,1.16,44.45,85.57,6.4,63.28,156.0,Moderate
49.45,,15.59,15.21,19.82,23.82,1.14,12.05,31.57,0.04,59.02,107.0,Moderate
32.95,91.33,5.63,41.36,9.72,38.95,0.06,10.25,53.25,0.06,0.76,109.0,Moderate
49.04,87.48,17.77,35.93,53.75,32.45,0.92,9.03,86.42,2.26,20.91,178.0,Moderate
19.17,63.9,65.76,15.59,48.5,12.63,1.29,9.61,23.31,0.44,3.37,119.0,Moderate
79.75,127.43,5.36,44.93,28.26,14.54,0.83,8.68,62.36,3.15,4.48,172.0,Moderate
64.89,,9.85,15.17,20.9,33.16,1.33,22.46,19.37,6.14,1.93,120.0,Moderate
61.9,197.76,8.4,35.98,40.51,,1.89,4.65,20.72,0.0,,161.0,Moderate
27.41,74.47,2.14,10.3,7.09,55.34,2.03,9.1,5.22,0.0,,103.0,Moderate
66.3,,13.63,6.59,5.11,,0.26,8.85,99.79,0.0,0.0,190.0,Moderate
67.36,155.9,15.67,37.39,34.44,30.64,1.16,12.87,46.26,2.75,21.37,161.0,Moderate
46.24,208.97,3.14,17.79,10.68,23.17,1.19,3.17,67.46,3.08,1.81,179.0,Moderate
50.06,117.86,4.11,38.91,23.8,13.23,0.71,7.35,34.56,1.8,9.53,107.0,Moderate
37.48,125.81,26.65,27.72,37.7,22.31,0.8,11.74,25.86,2.29,24.43,126.0,Moderate
56.88,,13.42,26.23,39.41,,0.88,10.17,39.26,,,121.0,Moderate
57.42,,25.72,32.2,5.84,33.07,0.0,,,0.24,0.0,110.0,Moderate
29.53,131.35,16.18,15.4,22.08,6.46,0.93,24.98,4.66,0.0,,168.0,Moderate
27.87,50.74,5.23,9.72,14.95,4.48,2.22,12.64,7.22,0.98,,104.0,Moderate
,60.46,7.95,7.43,,6.61,1.38,5.34,42.78,,,101.0,Moderate
48.4,72.52,18.51,53.53,39.72,30.54,1.18,5.5,21.95,1.33,1.35,102.0,Moderate
40.96,101.35,4.18,14.19,11.01,10.37,0.46,7.42,22.03,1.46,5.11,110.0,Moderate
57.56,111.17,3.63,38.74,23.55,10.14,0.84,8.04,79.93,5.27,11.02,109.0,Moderate
29.09,102.53,8.45,15.45,17.02,27.18,0.68,12.63,49.14,1.19,7.55,102.0,Moderate
82.68,,12.71,19.81,30.08,,1.02,6.03,22.23,0.19,0.82,155.0,Moderate
29.26,82.26,2.58,22.23,12.73,,0.67,,55.64,5.36,25.91,135.0,Moderate
68.29,190.23,7.4,24.79,,16.99,0.61,11.2,15.58,0.0,0.07,157.0,Moderate
68.24,143.79,11.87,34.11,29.57,38.85,1.09,17.97,39.14,2.79,29.63,144.0,Moderate
66.68,155.37,62.75,68.05,64.18,20.07,1.57,9.6,27.84,2.72,5.5,156.0,Moderate
36.78,138.91,10.14,37.23,28.04,10.9,0.72,13.25,17.24,6.49,10.93,104.0,Moderate
,69.49,23.07,11.97,,8.77,1.68,15.44,24.42,,,103.0,Moderate
40.78,56.24,33.32,22.47,48.82,88.85,1.04,7.58,29.3,0.0,3.64,133.0,Moderate
70.73,,7.24,14.19,20.57,63.64,0.86,13.32,31.93,0.03,2.19,168.0,Moderate
54.84,,2.86,49.57,,,1.04,2.9,43.95,0.62,,109.0,Moderate
16.77,35.65,1.38,4.29,3.41,7.58,1.47,18.95,27.74,0.07,0.33,101.0,Moderate
70.91,133.01,5.34,37.5,24.28,16.11,0.71,13.35,68.38,2.3,17.66,140.0,Moderate
67.59,89.77,0.84,2.69,1.18,2.74,0.49,9.3,25.59,0.38,0.02,175.0,Moderate
52.72,127.44,7.61,37.57,0.0,30.49,0.72,8.28,77.53,1.02,1.64,122.0,Moderate
75.3,140.58,56.26,49.2,95.65,34.77,1.12,11.01,15.58,0.45,0.44,158.0,Moderate
67.56,103.84,27.82,21.0,36.62,14.74,0.49,6.95,37.74,2.09,2.14,111.0,Moderate
20.98,92.4,9.77,10.58,11.81,5.77,0.38,8.5,47.9,1.14,7.57,121.0,Moderate
,246.1,11.74,13.07,,6.85,0.32,72.63,24.22,,,176.0,Moderate
28.35,102.15,13.06,32.95,24.78,52.45,2.03,6.08,21.38,1.0,3.46,105.0,Moderate
51.08,114.17,6.55,27.19,26.56,18.98,1.01,5.51,56.41,1.92,5.91,151.0,Moderate
62.79,,8.61,24.78,22.15,,1.0,6.23,21.61,0.54,,114.0,Moderate
94.33,187.93,22.33,18.74,36.54,43.34,3.2,7.37,10.39,0.0,,197.0,Moderate
69.9,162.87,11.36,12.72,12.71,17.79,0.0,10.11,48.42,8.17,0.97,103.0,Moderate
35.33,79.61,2.84,15.52,15.54,23.09,0.39,10.58,88.66,1.65,2.26,116.0,Moderate
56.01,115.61,14.48,25.32,34.59,21.58,1.16,13.56,29.3,1.59,7.13,118.0,Moderate
75.31,,15.85,39.18,37.42,30.21,0.36,10.77,39.54,0.0,0.0,162.0,Moderate
47.75,103.97,14.2,31.9,38.43,28.93,1.16,10.23,59.92,0.73,7.02,107.0,Moderate
12.68,44.17,2.95,7.29,6.27,2.32,1.53,6.39,28.41,,,108.0,Moderate
48.85,111.72,14.3,10.34,5.16,,0.56,7.16,36.88,1.99,6.01,166.0,Moderate
59.33,,14.71,15.22,29.93,,1.26,5.45,12.99,0.14,0.55,140.0,Moderate
58.85,156.68,5.28,8.17,8.79,,0.22,13.16,32.12,0.0,0.0,119.0,Moderate
79.77,144.52,17.27,16.64,28.09,42.47,2.94,2.33,6.92,0.0,,185.0,Moderate
72.08,160.38,26.59,27.11,53.7,8.02,0.01,1.97,9.16,11.8,2.76,154.0,Moderate
85.72,,5.97,22.09,13.35,16.12,1.5,6.83,45.17,0.59,11.78,198.0,Moderate
65.91,139.95,5.65,39.75,25.24,16.63,0.5,6.99,29.27,3.02,29.46,124.0,Moderate
61.49,104.8,9.17,49.74,10.35,25.35,0.37,15.23,80.55,0.03,0.48,160.0,Moderate
22.52,69.14,7.47,13.59,13.38,7.71,0.56,10.99,21.12,1.17,4.07,101.0,Moderate
62.22,117.17,3.93,47.27,28.11,16.59,0.64,6.77,29.72,2.03,13.09,118.0,Moderate
43.79,,5.44,13.6,6.83,,1.08,38.93,119.27,1.1,13.55,187.0,Moderate
31.12,105.29,12.4,36.11,29.29,8.76,0.77,11.71,13.51,3.16,6.39,114.0,Moderate
68.18,106.69,5.93,41.63,27.06,20.98,0.86,5.34,45.16,,,137.0,Moderate
97.92,,97.94,66.92,164.86,,1.68,2.71,13.82,0.11,0.42,190.0,Moderate
55.47,,42.65,58.18,10.16,18.24,4.31,6.67,,13.33,0.53,115.0,Moderate
31.36,152.98,21.85,8.82,30.64,7.38,0.0,49.73,4.89,0.0,,127.0,Moderate
38.24,102.51,5.31,10.07,13.74,8.94,0.93,9.1,28.27,1.1,5.45,101.0,Moderate
31.59,97.97,10.01,33.61,23.78,12.53,0.87,37.4,44.39,5.34,9.3,102.0,Moderate
62.38,,7.27,22.78,29.61,,0.89,8.96,43.05,,,149.0,Moderate
44.28,221.37,39.67,1.78,40.53,8.37,2.17,35.67,13.07,0.0,,117.0,Moderate
49.83,,7.44,12.93,10.47,96.52,0.76,10.37,50.51,0.73,2.66,115.0,Moderate
75.53,166.11,17.95,13.2,26.21,88.16,1.17,11.07,4.67,0.0,,129.0,Moderate
296.42,,23.78,22.01,45.78,,1.05,2.38,9.42,0.17,0.61,102.0,Moderate
39.01,104.02,4.71,32.84,21.16,14.24,0.58,5.26,34.99,1.52,9.57,102.0,Moderate
79.01,160.23,16.31,17.11,25.86,,0.61,15.92,41.87,0.0,0.0,173.0,Moderate
15.21,41.96,79.67,13.5,69.42,10.13,0.42,9.37,33.08,0.69,1.24,111.0,Moderate
116.65,192.8,32.3,41.26,47.34,4.86,1.11,26.63,22.5,1.27,5.51,132.0,Moderate
14.18,28.89,8.78,9.33,,6.28,1.56,4.74,5.9,,,108.0,Moderate
32.33,124.88,14.67,43.05,34.83,7.19,0.98,9.68,7.18,6.07,11.7,104.0,Moderate
28.47,84.28,11.2,41.79,31.34,6.26,0.37,6.88,4.38,4.2,9.27,106.0,Moderate
57.51,120.69,7.2,79.01,99.72,14.09,1.26,2.5,17.71,4.53,7.76,118.0,Moderate
75.59,,8.57,16.81,18.36,11.54,1.57,5.16,27.01,,,149.0,Moderate
23.5,52.79,4.05,9.36,4.6,56.25,1.5,8.21,5.41,0.0,,102.0,Moderate
39.81,90.26,6.3,16.24,21.1,6.36,1.21,21.31,5.26,0.0,,104.0,Moderate
52.28,119.66,7.15,53.5,32.19,37.24,0.82,13.07,29.39,2.59,16.88,113.0,Moderate
18.0,30.72,8.69,9.29,,6.29,1.91,3.62,12.6,,,115.0,Moderate
92.89,,10.97,21.25,31.62,62.72,0.94,6.77,37.14,0.09,0.31,162.0,Moderate
65.46,,29.26,20.97,50.25,,1.49,7.43,11.09,0.18,0.7,162.0,Moderate
50.34,127.96,3.77,37.89,23.07,14.67,0.52,9.8,29.24,2.25,24.56,112.0,Moderate
44.99,,2.13,10.87,4.22,,2.46,13.14,43.93,2.29,2.14,116.0,Moderate
43.32,,10.02,22.72,20.03,,1.13,8.27,37.41,0.54,2.22,103.0,Moderate
59.65,182.83,8.88,8.86,,6.41,,25.91,66.2,,,177.0,Moderate
39.71,94.23,6.67,30.9,26.76,16.07,0.82,5.13,59.72,0.93,3.86,113.0,Moderate
124.14,105.62,10.95,6.46,16.28,7.44,1.06,6.89,33.14,2.8,17.14,189.0,Moderate
76.42,,5.55,13.89,17.79,46.22,1.17,7.75,92.04,,,117.0,Moderate
85.39,,24.62,29.71,36.6,42.88,4.08,16.06,29.3,,0.99,195.0,Moderate
35.81,118.34,6.61,18.81,21.85,25.43,0.69,10.34,39.55,0.5,1.71,172.0,Moderate
51.42,128.17,9.57,38.28,10.72,16.62,0.16,10.89,57.96,0.09,1.07,154.0,Moderate
49.28,101.89,9.29,18.54,23.49,23.33,0.53,10.74,30.99,0.72,2.64,160.0,Moderate
41.75,80.36,10.32,17.35,20.03,28.6,0.86,17.6,58.96,1.7,8.3,105.0,Moderate
55.99,118.21,18.39,17.75,24.25,34.43,0.85,8.71,11.89,6.74,2.6,109.0,Moderate
49.86,121.32,10.09,60.23,39.91,20.36,0.92,20.36,39.46,3.07,22.59,108.0,Moderate
38.33,115.47,2.26,25.91,15.7,15.65,0.62,18.02,74.85,,,121.0,Moderate
51.65,127.06,10.52,18.38,22.27,18.38,0.88,11.9,35.74,1.02,7.03,102.0,Moderate
81.09,,5.7,11.73,17.43,64.5,0.98,10.95,41.59,0.02,0.05,144.0,Moderate
28.95,56.88,1.09,5.87,3.35,3.38,3.71,9.64,28.46,,,136.0,Moderate
78.27,142.86,5.98,45.36,29.01,19.12,0.06,10.32,58.53,0.16,5.57,160.0,Moderate
79.6,174.33,15.86,39.69,37.15,31.57,1.15,9.54,48.95,2.5,27.98,166.0,Moderate
77.23,235.32,35.73,83.2,94.37,16.11,1.02,15.22,22.72,1.36,0.69,130.0,Moderate
85.41,,6.6,31.28,28.4,10.01,1.05,11.23,34.01,1.1,29.69,173.0,Moderate
46.28,131.27,,17.53,,9.33,0.24,5.68,,,,126.0,Moderate
56.51,115.07,11.62,36.12,30.5,26.26,0.85,15.66,37.26,2.09,15.68,116.0,Moderate
39.66,98.53,3.67,26.75,16.3,12.63,0.63,6.19,48.48,1.25,5.41,103.0,Moderate
24.68,132.02,8.38,29.05,22.21,3.97,0.58,16.03,23.73,0.41,3.95,124.0,Moderate
40.96,128.38,9.9,47.25,0.0,17.59,0.74,4.92,41.16,2.76,2.06,106.0,Moderate
,108.71,7.27,37.46,55.02,,1.03,3.64,,0.0,0.75,108.0,Moderate
64.59,164.04,24.38,78.18,82.95,51.35,1.18,11.23,36.27,6.8,22.56,144.0,Moderate
61.86,,7.79,7.83,6.75,,1.65,36.38,94.24,1.74,15.76,186.0,Moderate
66.28,141.61,24.35,16.09,40.44,0.5,1.7,4.5,16.98,3.31,5.21,116.0,Moderate
34.54,89.22,1.26,11.61,7.28,12.35,0.48,13.95,88.75,,,114.0,Moderate
57.67,,7.58,11.22,17.0,16.92,1.01,17.04,69.62,0.05,0.51,150.0,Moderate
47.95,121.58,51.52,14.6,39.22,14.0,1.4,9.46,39.95,0.12,3.85,143.0,Moderate
59.01,185.92,7.03,18.25,12.74,39.87,0.79,13.21,45.18,7.67,3.84,138.0,Moderate
50.25,148.66,9.57,18.11,28.68,4.54,,10.2,33.35,0.7,2.57,128.0,Moderate
83.63,130.56,20.42,41.4,61.7,12.43,0.99,6.64,35.29,18.92,29.63,181.0,Moderate
,144.27,15.56,8.46,,7.66,0.42,77.53,14.86,,,116.0,Moderate
61.52,116.64,13.59,34.28,29.23,10.79,1.24,14.93,28.19,4.65,10.47,158.0,Moderate
76.67,198.38,,,0.0,,0.35,5.13,,0.14,,176.0,Moderate
70.98,129.01,13.6,19.69,33.29,10.49,0.98,,25.69,5.12,2.21,122.0,Moderate
26.93,68.24,14.33,9.0,18.1,35.27,2.05,3.63,7.55,0.0,,103.0,Moderate
35.64,118.0,54.25,26.2,80.36,,1.97,15.66,57.0,0.98,,119.0,Moderate
38.3,,9.79,21.34,18.81,29.44,2.29,5.47,26.45,2.29,4.13,104.0,Moderate
77.1,156.58,12.15,11.78,14.9,25.82,0.69,6.58,6.12,6.54,0.24,127.0,Moderate
43.31,206.85,6.22,11.98,,10.46,0.8,6.04,12.63,1.43,1.65,146.0,Moderate
56.8,105.51,9.68,35.73,36.84,22.58,0.89,6.36,64.29,0.31,1.17,115.0,Moderate
38.78,143.52,21.9,36.62,,42.87,0.0,12.61,11.54,,,125.0,Moderate
51.84,109.52,14.08,5.48,14.22,6.49,0.62,11.54,18.3,4.92,0.4,110.0,Moderate
19.08,,6.5,10.66,9.34,20.9,2.42,2.39,5.06,22.69,2.88,127.0,Moderate
74.3,,6.76,14.74,11.0,99.2,0.75,10.16,28.4,0.95,1.62,146.0,Moderate
44.76,111.15,10.93,47.01,31.05,13.58,1.1,4.76,33.86,6.27,8.15,104.0,Moderate
43.58,169.03,38.93,1.88,42.42,9.43,1.99,33.98,3.0,0.0,,171.0,Moderate
72.69,95.26,1.79,17.55,10.75,6.73,1.54,5.81,17.45,,,108.0,Moderate
62.22,,22.95,52.05,46.34,9.98,1.16,9.19,52.37,6.58,12.59,120.0,Moderate
71.61,,15.64,117.08,42.21,,0.9,42.54,72.6,5.69,53.97,151.0,Moderate
69.53,137.82,14.42,34.49,5.58,12.5,0.12,4.82,56.47,1.87,11.62,150.0,Moderate
48.22,112.13,9.79,19.63,18.3,60.86,0.79,9.13,14.79,7.02,0.21,112.0,Moderate
,112.89,3.56,22.45,17.49,,0.86,2.83,,0.0,0.74,102.0,Moderate
,137.15,9.96,11.02,,6.72,0.37,85.41,19.08,,,167.0,Moderate
84.0,155.75,8.64,35.47,24.61,20.55,0.85,9.23,27.88,0.83,9.49,177.0,Moderate
46.48,85.2,2.82,11.03,8.17,6.03,0.05,30.99,68.5,,,104.0,Moderate
52.64,104.96,5.95,19.59,6.04,22.44,0.0,7.74,83.65,2.19,0.9,121.0,Moderate
35.67,104.77,1.72,23.98,14.13,13.39,0.43,4.84,52.02,0.9,5.41,103.0,Moderate
66.93,,7.12,19.39,,,1.28,3.9,19.07,2.34,4.32,111.0,Moderate
36.88,,2.81,13.78,4.61,,2.11,11.43,57.8,2.09,1.95,118.0,Moderate
44.33,127.37,3.35,30.78,19.0,11.35,0.66,5.89,42.0,1.62,12.26,111.0,Moderate
27.15,88.97,80.51,2.04,54.07,24.02,2.48,10.22,13.73,,,113.0,Moderate
54.59,,2.31,18.33,20.64,,2.31,19.08,42.43,3.47,10.25,114.0,Moderate
36.07,,6.08,21.93,14.33,29.93,1.91,4.9,24.49,0.98,9.25,102.0,Moderate
40.68,107.99,21.99,34.48,39.32,31.99,1.17,10.01,36.98,2.84,29.66,114.0,Moderate
39.8,155.94,10.88,21.46,22.47,31.43,0.87,10.38,18.88,1.69,19.99,112.0,Moderate
74.04,163.69,6.29,76.91,83.2,13.92,1.2,3.09,22.55,7.6,8.52,149.0,Moderate
50.19,108.94,7.92,32.05,30.17,20.1,0.82,14.19,45.11,1.35,5.31,179.0,Moderate
58.23,122.01,12.61,21.47,26.76,20.09,1.06,10.6,53.22,1.41,15.31,182.0,Moderate
57.85,79.11,13.39,10.51,22.9,,0.17,,19.74,,,144.0,Moderate
35.04,83.54,10.58,27.41,25.71,41.74,0.8,11.14,31.96,1.31,22.7,106.0,Moderate
39.49,158.64,62.31,25.05,87.36,,2.18,6.0,89.53,1.32,,153.0,Moderate
41.77,,6.28,27.85,3.04,13.23,0.0,1.8,64.54,0.0,0.03,115.0,Moderate
52.04,,5.54,13.85,11.76,54.22,1.15,4.84,24.26,1.26,3.92,122.0,Moderate
49.13,108.26,17.01,1.5,9.14,26.44,1.72,34.42,27.45,0.0,0.0,122.0,Moderate
76.01,193.53,37.87,53.0,86.52,30.64,1.67,10.24,31.33,2.08,11.47,172.0,Moderate
38.15,,4.24,10.29,9.99,43.09,4.06,7.65,53.26,0.14,5.29,123.0,Moderate
50.08,109.93,9.32,27.8,26.92,21.15,1.03,11.48,53.55,1.05,5.95,126.0,Moderate
42.17,,9.99,13.31,9.51,,1.56,47.16,58.74,1.41,8.35,101.0,Moderate
60.4,129.16,4.6,36.83,23.42,18.9,0.86,15.08,66.81,,,114.0,Moderate
57.99,190.49,42.84,53.12,95.94,22.98,1.24,14.86,40.61,12.13,,154.0,Moderate
65.65,,3.1,26.35,17.45,27.76,9.95,6.3,72.84,9.88,100.77,154.0,Moderate
84.21,152.03,8.64,22.51,28.69,12.62,0.68,5.15,100.59,3.85,6.38,193.0,Moderate
76.99,,17.15,17.04,22.59,,0.38,3.43,17.99,,,196.0,Moderate
56.87,101.24,21.03,50.18,64.65,39.34,1.39,11.3,73.43,2.4,9.91,187.0,Moderate
55.67,157.47,7.5,43.21,28.81,15.07,0.59,13.22,35.28,3.19,31.91,128.0,Moderate
62.76,147.49,41.53,47.89,73.62,21.22,1.53,17.2,37.25,2.47,10.23,143.0,Moderate
66.92,138.18,17.36,86.72,105.11,15.85,1.36,3.24,23.5,8.01,8.29,170.0,Moderate
82.41,185.18,20.05,23.77,38.65,95.52,0.04,9.58,30.76,2.61,,172.0,Moderate
75.57,193.59,13.74,62.78,41.28,23.28,1.9,5.54,25.77,1.72,0.68,153.0,Moderate
87.21,135.39,45.65,13.77,89.7,10.4,1.05,10.79,18.3,2.16,,136.0,Moderate
62.05,,5.37,15.06,20.41,6.29,2.61,12.62,14.15,2.98,,126.0,Moderate
71.6,,4.92,35.6,12.22,,0.51,30.77,63.43,2.86,36.01,143.0,Moderate
,117.61,6.8,7.68,,6.61,,44.83,7.77,,,196.0,Moderate
96.96,159.36,34.59,45.04,56.55,36.65,1.21,9.87,23.38,4.1,30.82,175.0,Moderate
100.14,,2.11,19.88,9.08,,0.18,8.56,41.86,0.0,0.0,191.0,Moderate
50.81,86.52,7.07,13.18,18.89,10.29,1.33,9.26,41.84,0.92,4.24,118.0,Moderate
76.08,203.97,7.31,53.92,50.85,27.11,0.71,10.29,42.32,0.46,4.74,176.0,Moderate
90.46,,8.44,29.43,22.93,222.46,0.65,15.29,45.01,0.31,1.27,184.0,Moderate
90.69,253.87,21.09,30.56,43.22,20.61,0.82,12.51,32.21,0.57,4.36,183.0,Moderate
60.66,98.21,8.12,15.99,22.67,10.27,1.14,5.09,32.62,1.3,6.92,121.0,Moderate
38.53,97.21,8.87,35.52,39.09,15.93,1.09,13.18,47.35,1.1,6.88,109.0,Moderate
,106.54,7.73,7.57,,6.63,1.74,4.95,46.06,,,146.0,Moderate
61.27,154.46,78.5,83.09,135.91,56.33,1.58,15.14,36.74,7.9,25.31,160.0,Moderate
25.79,104.81,59.47,0.24,42.32,24.32,2.26,8.07,11.82,,,107.0,Moderate
21.31,66.1,1.85,15.01,8.68,,0.54,,57.55,1.9,13.92,125.0,Moderate
84.08,137.59,8.98,50.36,31.34,20.0,0.9,10.47,52.91,3.03,13.06,147.0,Moderate
38.06,159.03,4.67,29.1,,17.77,0.2,8.75,37.34,0.02,0.96,142.0,Moderate
65.29,121.72,23.97,36.28,59.59,34.63,1.01,9.91,19.03,6.79,,111.0,Moderate
71.26,145.43,9.58,30.02,39.6,24.08,0.77,10.2,60.59,0.73,3.68,173.0,Moderate
34.76,90.57,8.59,8.36,12.4,44.98,2.17,8.54,5.14,2.98,,105.0,Moderate
85.66,,17.91,34.97,32.95,41.7,1.08,4.56,43.56,2.54,13.9,160.0,Moderate
51.36,,5.57,10.81,4.64,,1.48,9.86,26.45,0.14,0.21,108.0,Moderate
53.68,107.41,19.37,44.83,39.13,17.8,0.8,8.2,16.94,4.16,37.37,108.0,Moderate
77.96,196.87,38.81,59.78,54.6,30.39,1.26,18.19,46.34,3.06,23.01,182.0,Moderate
74.98,183.77,61.44,58.47,120.01,26.05,1.24,16.08,27.98,12.57,,193.0,Moderate
44.99,,9.19,24.77,19.3,30.65,2.65,6.45,25.16,3.08,6.86,110.0,Moderate
71.25,,6.49,17.58,13.12,16.12,1.33,6.25,33.04,30.21,7.7,134.0,Moderate
86.48,181.81,8.53,9.3,,6.37,,24.19,27.42,,,187.0,Moderate
41.94,,13.27,10.75,18.43,23.73,2.19,12.38,19.24,0.54,1.44,153.0,Moderate
67.72,179.63,8.25,18.76,17.14,24.5,1.91,33.27,19.8,0.0,0.0,128.0,Moderate
27.27,119.65,4.35,27.34,,17.24,0.18,9.76,42.69,0.0,0.08,111.0,Moderate
62.65,114.92,5.01,10.2,13.7,10.39,0.78,10.16,37.85,0.35,3.56,147.0,Moderate
18.26,,4.56,11.85,8.03,10.66,48.07,2.4,3.0,16.28,2.08,106.0,Moderate
39.84,,13.67,14.55,28.22,,1.22,6.88,24.03,0.16,0.71,104.0,Moderate
72.23,,5.88,57.98,4.22,,1.38,11.63,75.08,0.36,0.63,171.0,Moderate
39.76,152.97,1.12,23.24,13.25,6.0,0.52,15.33,69.15,0.35,1.97,146.0,Moderate
39.63,74.69,5.9,8.95,10.49,4.23,0.69,4.28,54.24,26.52,3.03,108.0,Moderate
47.17,,14.87,24.2,,,1.52,2.72,10.49,0.5,1.53,122.0,Moderate
65.7,127.1,7.14,46.29,30.51,16.09,0.95,11.1,60.12,,,115.0,Moderate
57.22,103.72,5.61,19.75,24.69,9.3,1.28,9.04,31.38,1.14,8.69,120.0,Moderate
63.67,141.48,12.75,22.04,34.8,4.97,0.0,,18.78,6.89,8.85,120.0,Moderate
44.88,113.56,30.74,33.36,54.39,31.17,1.47,16.55,69.83,2.41,9.04,128.0,Moderate
33.48,,1.94,30.88,27.87,,1.94,14.26,,0.0,0.0,114.0,Moderate
59.43,118.7,8.42,4.23,3.21,13.42,2.21,,60.26,0.0,,137.0,Moderate
82.61,151.14,12.99,15.82,25.51,42.63,2.81,7.71,6.92,0.0,,116.0,Moderate
81.5,128.86,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,174.0,Moderate
44.17,162.64,5.18,29.12,19.7,11.33,1.17,15.21,10.91,5.5,4.95,113.0,Moderate
80.95,,10.29,17.86,27.37,56.93,1.04,12.48,36.12,0.08,1.79,150.0,Moderate
41.32,126.33,29.5,35.14,139.85,23.1,1.08,10.8,41.27,1.41,5.16,181.0,Moderate
34.6,,2.52,12.48,4.39,,4.1,15.98,24.44,1.35,1.28,187.0,Moderate
52.25,,4.99,9.13,8.43,,2.03,2.31,41.56,1.61,1.87,114.0,Moderate
41.75,93.67,18.17,12.43,21.1,48.99,0.73,7.32,6.54,6.48,0.46,112.0,Moderate
77.86,159.49,10.69,90.28,56.71,4.66,1.16,14.21,22.45,0.1,0.5,145.0,Moderate
65.33,103.8,8.22,42.02,13.74,24.24,0.45,35.56,74.13,0.12,1.21,147.0,Moderate
35.5,98.4,1.74,19.29,11.72,6.98,0.59,17.83,49.82,0.33,1.68,106.0,Moderate
85.53,,10.88,16.76,26.96,40.97,1.06,8.44,27.6,0.2,0.23,129.0,Moderate
80.79,186.22,51.93,38.05,81.8,22.59,1.31,8.75,37.43,5.04,,183.0,Moderate
51.33,112.01,4.07,11.14,9.9,12.6,0.77,7.18,83.27,2.66,5.06,154.0,Moderate
51.55,,5.25,13.44,10.36,63.69,1.02,3.63,35.06,1.38,4.93,123.0,Moderate
50.05,115.09,,,,50.03,0.37,,74.57,0.05,,131.0,Moderate
68.0,151.52,7.97,28.75,26.46,23.17,0.89,16.28,62.46,1.12,6.6,174.0,Moderate
52.79,94.86,9.66,34.46,32.46,17.15,0.95,5.66,59.17,1.5,5.02,125.0,Moderate
76.77,174.84,31.61,51.37,53.94,33.65,1.18,11.33,43.23,4.23,33.23,170.0,Moderate
58.71,83.05,25.94,11.48,,9.18,1.23,31.15,48.54,,,117.0,Moderate
52.69,117.34,6.75,18.88,22.17,13.94,0.59,11.6,28.01,0.22,1.67,119.0,Moderate
71.58,,6.11,19.31,13.07,14.83,1.27,6.31,43.47,0.52,12.65,178.0,Moderate
52.59,,6.71,11.21,16.92,15.32,0.92,8.24,70.18,0.31,1.62,153.0,Moderate
62.34,112.61,11.88,24.68,36.45,47.63,0.97,19.6,32.88,0.09,0.0,123.0,Moderate
19.09,45.62,4.58,1.55,4.12,18.26,2.85,2.68,,2.06,7.36,115.0,Moderate
,102.45,8.42,9.73,,6.93,0.32,36.65,25.19,,,102.0,Moderate
42.9,83.39,39.94,33.22,68.27,28.29,0.79,8.69,14.24,2.35,7.5,111.0,Moderate
18.12,41.62,99.32,2.16,74.56,4.63,1.02,21.12,4.88,,0.0,102.0,Moderate
56.33,248.8,7.64,16.14,,18.16,0.81,3.78,17.82,1.38,8.83,196.0,Moderate
26.05,39.9,4.19,8.81,7.52,17.04,2.14,9.2,4.98,1.68,,103.0,Moderate
48.6,114.07,15.67,28.3,36.76,25.39,1.83,14.17,36.72,0.9,5.98,115.0,Moderate
84.76,179.8,21.54,68.0,76.85,18.3,1.53,7.17,28.87,1.9,4.0,158.0,Moderate
28.1,122.06,9.29,33.99,25.63,36.82,1.04,8.53,65.06,,,112.0,Moderate
12.22,24.97,5.44,2.17,3.45,5.06,2.41,2.74,,0.18,0.3,109.0,Moderate
81.53,,23.26,72.12,34.78,34.22,0.37,6.46,76.86,0.0,0.0,174.0,Moderate
85.64,158.56,11.88,48.0,35.28,28.68,1.43,11.31,33.43,,,147.0,Moderate
52.22,115.98,22.07,24.15,45.96,8.42,0.0,3.48,8.24,5.84,1.44,118.0,Moderate
67.26,154.12,11.09,48.35,51.7,47.02,0.91,13.15,46.3,2.39,12.25,145.0,Moderate
37.82,88.58,22.91,56.87,48.88,1.16,1.44,22.24,19.29,5.48,12.05,121.0,Moderate
38.89,,10.59,15.83,10.52,,1.77,42.95,35.35,1.22,6.97,104.0,Moderate
57.58,152.25,7.98,6.76,,6.78,,26.06,50.31,,,132.0,Moderate
,116.99,8.09,9.25,,,0.43,38.71,11.59,,,110.0,Moderate
85.8,141.6,12.13,25.11,46.8,16.31,0.88,19.03,41.0,1.47,,179.0,Moderate
53.72,141.72,8.87,36.43,40.35,41.86,0.86,12.75,49.59,2.73,9.37,125.0,Moderate
56.39,,14.17,13.36,27.53,,1.13,13.04,40.11,,,133.0,Moderate
68.12,98.08,9.46,9.98,18.75,12.01,0.61,6.68,,2.13,2.24,153.0,Moderate
